phase,question,trialNum,swatch,response,responseCoded,rt,subid,dateOfBirth,dateOfTest,age,timeOfTest,condition,englishExposure,gender,trialComments,sessionComments
practice,NA,-3,apple_1,skip,NaN,13755,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,,limited English - drop
practice,NA,-2,apple_2,skip,NaN,3578,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,,limited English - drop
practice,NA,-1,apple_3,skip,NaN,3124,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,,limited English - drop
practice,NA,0,apple_1,skip,NaN,7944,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,,limited English - drop
study,Do you think this one is an animal?,1,BI2A00039,skip,NaN,6007,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,,limited English - drop
study,Do you think this one is an animal?,2,BI2A00001,YES,NaN,15449,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,,limited English - drop
study,Do you think this one is an animal?,3,BI2A00042,skip,NaN,12741,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,black,limited English - drop
study,Do you think this one is an animal?,4,BI2A00029,YES,NaN,25879,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,white; sheep,limited English - drop
study,Do you think this one is an animal?,5,BI2A00048,YES,NaN,8537,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,zebra,limited English - drop
study,Do you think this one is an animal?,6,BI2A00021,YES,NaN,10776,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,bear,limited English - drop
study,Do you think this one is an animal?,7,BI2A00022,YES,NaN,9145,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,owl,limited English - drop
study,Do you think this one is an animal?,8,BI2A00024,YES,NaN,9588,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,porcupine,limited English - drop
study,Do you think this one is an animal?,9,BI2A00009,YES,NaN,9498,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,dog,limited English - drop
study,Do you think this one is an animal?,10,BI2A00012,NO,NaN,19915,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,not,limited English - drop
study,Do you think this one is an animal?,11,BI2A00023,YES,NaN,9564,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,porcupine,limited English - drop
study,Do you think this one is an animal?,12,BI2A00011,YES,NaN,8054,k07,9/25/09,3/13/15,5.465753425,13:31,set4,often,male,elephant,limited English - drop
