phase,question,trialNum,swatch,response,responseCoded,rt,subid,dateOfBirth,dateOfTest,age,timeOfTest,condition,englishExposure,gender,trialComments,sessionComments
practice,NA,-3,apple_1,skip,NaN,23645,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,,
practice,NA,-2,apple_2,skip,NaN,3304,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,,
practice,NA,-1,apple_3,skip,NaN,6759,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,,
practice,NA,0,apple_1,skip,NaN,20936,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,,
study,Do you think this one is an animal?,1,BI2A00033,maybe YES,0.5,17855,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,it might be,
study,Do you think this one is an animal?,2,BI2A00047,maybe NO,-0.5,25612,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,it might be a carpet,
study,Do you think this one is an animal?,3,BI2A00031,maybe NO,-0.5,32104,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,another carpet,
study,Do you think this one is an animal?,4,BI2A00030,maybe NO,-0.5,46248,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,could be an animal but maybe not,
study,Do you think this one is an animal?,5,BI2A00003,definitely YES,1.5,17777,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,raccooon,
study,Do you think this one is an animal?,6,BI2A00046,definitely NO,-1.5,16986,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,just a basket,
study,Do you think this one is an animal?,7,BI2A00014,maybe NO,-0.5,25490,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,I can't tell - it's maybe,
study,Do you think this one is an animal?,8,BI2A00020,maybe NO,-0.5,14203,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,,
study,Do you think this one is an animal?,9,BI2A00015,maybe YES,0.5,13564,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,,
study,Do you think this one is an animal?,10,BI2A00028,maybe YES,0.5,50585,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,"I have no idea, I'm really not sure",
study,Do you think this one is an animal?,11,BI2A00043,definitely NO,-1.5,23962,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,ocean,
study,Do you think this one is an animal?,12,BI2A00008,definitely YES,1.5,11931,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,really,
bonus,Do you think this one can feel hungry?,13,BI2A00026,maybe NO,-0.5,41857,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,"yeah, then no",
bonus,Do you think this one has feelings?,14,BI2A00046,definitely NO,-1.5,21659,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,because it's a wooden,
bonus,Do you think this one can sense things close by?,15,BI2A00011,maybe NO,-0.5,29050,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,because it has no eyes and it has no sense of things,
bonus,Do you think this one can think?,16,BI2A00037,maybe NO,-0.5,15087,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,,
bonus,Do you think this one can remember things?,17,BI2A00044,definitely NO,-1.5,10797,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,,
bonus,Do you think this one can feel happy?,18,BI2A00006,maybe NO,-0.5,12103,k04,11/6/09,3/13/15,5.350684932,11:55,set1,always,male,[wanted to stop],
