phase,question,trialNum,swatch,response,responseCoded,rt,subid,dateOfBirth,dateOfTest,age,timeOfTest,condition,englishExposure,gender,trialComments,sessionComments
practice,NA,-3,apple_1,skip,NaN,14840,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
practice,NA,-2,apple_2,skip,NaN,5226,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
practice,NA,-1,apple_3,skip,NaN,5665,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
practice,NA,0,apple_1,skip,NaN,10454,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,1,BI2A00038,maybe YES,0.5,18998,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,2,BI2A00041,maybe NO,-0.5,14412,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,3,BI2A00034,maybe YES,0.5,17374,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,4,BI2A00002,maybe YES,0.5,19618,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,5,BI2A00013,maybe YES,0.5,23095,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,6,BI2A00045,maybe YES,0.5,18306,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,7,BI2A00006,maybe NO,-0.5,13695,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,8,BI2A00037,maybe YES,0.5,14613,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,9,BI2A00016,maybe NO,-0.5,23350,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,10,BI2A00040,maybe NO,-0.5,16527,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,11,BI2A00004,maybe NO,-0.5,13907,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
study,Do you think this one is an animal?,12,BI2A00032,maybe NO,-0.5,17969,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
bonus,Do you think this one has feelings?,13,BI2A00021,maybe NO,-0.5,12642,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
bonus,Do you think this one can feel pain?,14,BI2A00044,maybe YES,0.5,16602,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
bonus,Do you think this one can think?,15,BI2A00011,maybe NO,-0.5,20239,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
bonus,Do you think this one can sense things close by?,16,BI2A00026,definitely YES,1.5,13319,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
bonus,Do you think this one can feel happy?,17,BI2A00028,maybe YES,0.5,10705,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
bonus,Do you think this one can feel hungry?,18,BI2A00006,maybe YES,0.5,10991,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
bonus,Do you think this one can remember things?,19,BI2A00046,definitely NO,-1.5,11053,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
bonus,Do you think this one can hear?,20,BI2A00037,maybe NO,-0.5,11572,k15,9/4/10,3/26/15,4.55890411,11:31,set2,always,m,,
